Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE
8161.25,0,0,6.4,21,277.3,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161.5,0,0,6.4,21,277.3,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161.75,0,0,6.4,21,277.3,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8162,0,0,6.4,21,277.3,,,*D 0.9,*2.88,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.9,,,*41.00,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8162.25,0,0,6.4,21,277.3,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8162.5,0,0,6.4,21,277.3,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8162.75,0,0,6.4,21,277.3,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163,0,0,6.4,21,277.3,,,0,,,,,,,False (0),False (0),False (0),False (0),0.4,0,,0,0,1352,,,,47.1,,,44,0.15,Display - IAS (1),0.5,45,E002 04.66,,
8163.25,0,0,6.4,21,-81,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163.5,0,0,6.4,21,-79.4,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
8163.75,0,0,6.4,21,-77.9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*96.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.9,,,*40.50,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8164.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8165.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8166,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8166.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8166.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8166.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,*6967,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8167.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8167.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8168,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*96.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.9,,,*40.50,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8168.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8168.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8168.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8169.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8170,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8170.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8170.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8170.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,*6967,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8171.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8171.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*96.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.9,,,*40.50,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8172.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8173,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8173.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8173.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8173.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8174,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8174.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8174.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8174.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8175,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8175.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8175.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8175.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176,0,0,6.4,21,359.9,,,D 0.9,,0,96,2.25,,0,False (0),False (0),False (0),False (0),0.4,0,,5574,0,,,,,46.9,,,40.5,0.15,Display - IAS (1),0,45,,,
8176.25,0,0,6.4,21,353,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176.5,0,0,6.4,21,346.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176.75,0,0,6.4,21,339.3,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177,0,0,6.4,21,277.3,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8177.25,0,0,6.4,21,277.3,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177.5,0,0,6.4,21,277.3,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177.75,0,0,6.4,21,277.3,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8178,0,0,6.4,21,277.3,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8178.25,0,0,6.4,21,277.3,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8178.5,0,0,6.4,21,277.3,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8178.75,0,0,6.4,21,277.3,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8179,0,0,6.4,21,277.3,,,0,,,,,,,False (0),False (0),False (0),False (0),0.4,0,,0,0,,,,,46.8,,,40.25,0.15,Display - IAS (1),0.5,45,E002 04.66,,
8179.25,0,0,6.4,21,-82.3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8179.5,0,0,6.4,21,-81.9,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
8179.75,0,0,6.4,21,-81.6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8180.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8181,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8181.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8181.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8181.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8182.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8182.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8183,0,0,6.4,21,359.9,*27869,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8183.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8183.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8183.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8184,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8184.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8184.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8184.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8185,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8185.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8185.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8185.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8186,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8186.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8186.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8186.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8187,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8187.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8187.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8187.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8188,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8188.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8188.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8188.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8189,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8189.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8189.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8189.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8190,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8190.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8190.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8190.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8191,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8191.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8191.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8191.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8192.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8193,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8193.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8193.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8193.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8194,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8194.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8194.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8194.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8195,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8195.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8195.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8195.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8196,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8196.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8196.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8196.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8197,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8197.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8197.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8197.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8198,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8198.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8198.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8198.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8199,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8199.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8199.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8199.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8200.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8201,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8201.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8201.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8201.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8202,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8202.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8202.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8202.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8203,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,*0.00,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8203.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8203.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8203.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8204,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8204.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8204.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8204.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8205,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8205.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8205.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8205.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
